    0.629740309200167836E+01    0.123358383190094507E+02    0.419576887249319868E-09   -0.690775511231546968E+01    1
    0.281955106390493815E+00    0.440886339268563887E+02    0.594808514692444941E-08   -0.690875511231548245E+01    1
    0.563534170273879269E+02    0.244732852848512900E+00    0.866073223751930415E-08   -0.690975511231547301E+01    1
    0.624561963069266142E+02    0.189068225402490064E+02    0.603092487336336856E-07   -0.691075511231547601E+01    1
    0.254703316012038421E+02    0.567294220837934873E+02    0.645238586421172315E-07   -0.691175511231546658E+01    1
    0.192105140345615908E+02    0.504048372716783462E+02    0.718006356768663260E-07   -0.691275511231547579E+01    1
    0.443373590246265010E+02    0.625545156370642133E+02    0.322982218787061582E-06   -0.691375511231547435E+01    1
    0.249422879265224182E+02    0.318277157388568313E+02    0.348861642483773169E-06   -0.691475511231548357E+01    1
    0.582906332777062630E+01    0.626996595809492163E+02    0.530895585360300653E-06   -0.691575511231552209E+01    1
    0.379324387098723577E+02    0.571114829188465336E+02    0.649438078733436530E-05   -0.691675511231554463E+01    1
    0.559037988695012089E+02    0.125887990912695464E+02    0.116975972000915503E-04   -0.691775511231549967E+01    1
    0.254533776680330455E+02    0.182638201881629456E+02    0.158976552586865375E-04   -0.691875511231549378E+01    1
    0.499781389439231276E+02    0.308135282358193336E+02    0.158979617619590477E-04   -0.691975511231551454E+01    1
    0.119058742899675210E+02    0.189473554359210894E+02    0.163538521859015445E-04   -0.692075511231548113E+01    1
    0.132369434248540596E+02    0.623290549158916285E+01    0.175955604393318106E-04   -0.692175511231547080E+01    1
    0.193684174329005110E+02    0.464995416468400813E+00    0.238024756039356869E-04   -0.692275511231549334E+01    1
    0.441707445928094984E+02    0.383890039731338959E+02    0.319621082116084191E-04   -0.692375511231548746E+01    1
    0.370970408621416468E+02    0.669404723073643471E+01    0.372760205554766393E-04   -0.692475511231548957E+01    1
    0.572235990879064289E+02    0.379920752090576386E+02    0.416421766175561231E-04   -0.692575511231552365E+01    1
    0.627626217025457294E+02    0.702572938034359229E+01    0.489406250951795189E-04   -0.692675511231553909E+01    1
    0.432520863425488216E+02    0.504285959975532165E+02    0.501168106210992837E-04   -0.692775511231552343E+01    1
    0.623011803577758272E+02    0.319560555523823524E+02    0.536806652183606148E-04   -0.692875511231550334E+01    1
    0.563681838395134918E+02    0.118178501580376754E+02    0.663794309808623493E-04   -0.692975511231548769E+01    1
    0.432216539014297823E+02    0.504232555273297649E+02    0.726663664562045319E-04   -0.693075511231546315E+01    1
    0.251851444991591862E+02    0.196299282006165221E+02    0.783944866540897158E-04   -0.693175511231550789E+01    1
    0.494579748971169693E+02    0.623689773651075985E+01    0.109211291145257773E-03   -0.693275511231550912E+01    1
    0.244241799233015904E+02    0.671915792698343939E+01    0.136227533862339639E-03   -0.693375511231550057E+01    1
    0.625558975679986133E+02    0.321996798644271180E+02    0.138589659505147837E-03   -0.693475511231554709E+01    1
    0.557655046591636747E+02    0.506244257226473096E+02    0.194688131238378987E-03   -0.693575511231551811E+01    1
    0.313338533206476519E+02    0.260044310545327555E+02    0.237982819121546388E-03   -0.693675511231548558E+01    1
    0.383435275846883528E+00    0.196574806826879929E+02    0.279589726694362735E-03   -0.693775511231549125E+01    1
    0.155757473066806179E+00    0.179450847465238574E+02    0.375561954053349402E-03   -0.693875511231549424E+01    1
    0.181675044706267101E+02    0.509089986331655666E+02    0.427255872879464592E-03   -0.693975511231547948E+01    1
    0.190116096067652158E+02    0.241748443790753633E+02    0.655805702549032920E-03   -0.694075511231545761E+01    1
    0.197485533018281387E+02    0.255117932743060933E+02    0.656684060642614997E-03   -0.694175511231546682E+01    1
    0.245008602373444582E+02    0.196021060734846806E+02    0.671902931746313613E-03   -0.694275511231551334E+01    1
    0.311372184054427308E+02    0.241965320810837774E+02    0.678686159027513665E-03   -0.694375511231550835E+01    1
    0.245114700214559811E+02    0.447521630091631550E+02    0.717760213712080163E-03   -0.694475511231550335E+01    1
    0.448112901787899531E+02    0.542402274146155494E+00    0.736307154192852235E-03   -0.694575511231551523E+01    1
    0.680917818137408215E+01    0.242871178410871416E+02    0.777135996173885114E-03   -0.694675511231552090E+01    1
    0.309453959055513685E+02    0.619078955470848484E+02    0.116489949054849424E-02   -0.694775511231551945E+01    1
    0.433911370570835047E+02    0.619530086637129500E+02    0.139542662228378067E-02   -0.694875511231547005E+01    1
    0.130487910938399612E+02    0.430418493320763247E+02    0.140023368428194629E-02   -0.694975511231546506E+01    1
    0.250708149935620845E+02    0.576132362001418343E+02    0.164633166410117749E-02   -0.695075511231549914E+01    1
    0.376109506415753216E+02    0.576151087352833002E+02    0.170036162654060266E-02   -0.695175511231552257E+01    1
    0.243939197554155633E+02    0.431829223845637813E+02    0.178086156065296189E-02   -0.695275511231550336E+01    1
    0.528613299871457887E+01    0.372707821627070572E+02    0.183306675882802229E-02   -0.695375511231547883E+01    1
    0.525460699707292545E+01    0.121932222975654252E+02    0.201369110241900661E-02   -0.695475511231550136E+01    1
    0.400273111838909512E+00    0.178284557677730398E+02    0.204682292724466626E-02   -0.695575511231551680E+01    1
    0.116564338837733725E+02    0.690683837914188992E+01    0.205426955928654986E-02   -0.695675511231548427E+01    1
    0.723792506257406210E+01    0.649219168755711840E+00    0.316888564030481500E-02   -0.695775511231548727E+01    1
    0.381159583889464813E+02    0.303429002336454161E+02    0.326260984631442704E-02   -0.695875511231550270E+01    1
    0.448432693339358437E+02    0.117847774423691742E+02    0.332955564858431309E-02   -0.695975511231551458E+01    1
    0.121750212559904138E+02    0.576631130461698191E+02    0.421528402226875078E-02   -0.696075511231551580E+01    1
    0.176784731930825032E+02    0.501030220575775047E+02    0.445537374595603164E-02   -0.696175511231550104E+01    1
